"","Province","Region","Product","SubProduct","Finance","Segment","Purpose","InstallmentType","Performa","Provision","ClassPercent","TotalAc","classification"
"1388","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","50","1","DOUBTFUL"
"1389","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","50","1","DOUBTFUL"
"1390","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","50","1","DOUBTFUL"
"1391","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","50","1","DOUBTFUL"
"1392","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","50","1","DOUBTFUL"
"1393","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","50","1","DOUBTFUL"
"1394","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","50","1","DOUBTFUL"
"1395","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","50","1","DOUBTFUL"
"1396","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","50","1","DOUBTFUL"
"1397","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","50","1","DOUBTFUL"
"1398","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","50","1","DOUBTFUL"
"1399","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","50","1","DOUBTFUL"
"1400","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","50","1","DOUBTFUL"
"1401","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","50","1","DOUBTFUL"
"1402","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","50","1","DOUBTFUL"
"1403","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","50","1","DOUBTFUL"
"1404","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","50","1","DOUBTFUL"
"1405","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","50","1","DOUBTFUL"
"1406","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","50","1","DOUBTFUL"
"1407","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","50","1","DOUBTFUL"
"1408","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","50","1","DOUBTFUL"
"1409","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","50","1","DOUBTFUL"
"1410","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","50","1","DOUBTFUL"
"1411","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","50","1","DOUBTFUL"
"1412","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","50","1","DOUBTFUL"
"1413","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","50","1","DOUBTFUL"
"1414","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","50","1","DOUBTFUL"
"1415","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","50","1","DOUBTFUL"
"1416","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","50","1","DOUBTFUL"
"1417","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","50","1","DOUBTFUL"
"1418","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","50","1","DOUBTFUL"
"1419","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","50","1","DOUBTFUL"
"1420","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","50","1","DOUBTFUL"
"1421","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","50","1","DOUBTFUL"
"1422","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","50","1","DOUBTFUL"
"1423","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","50","1","DOUBTFUL"
"1424","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","50","1","DOUBTFUL"
"1425","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","50","1","DOUBTFUL"
"1426","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","50","1","DOUBTFUL"
"1427","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","50","1","DOUBTFUL"
"1428","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","50","1","DOUBTFUL"
"1429","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","50","1","DOUBTFUL"
"1430","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","50","1","DOUBTFUL"
"1431","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","50","1","DOUBTFUL"
"1432","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","50","1","DOUBTFUL"
"1433","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","50","1","DOUBTFUL"
"1434","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","50","1","DOUBTFUL"
"1435","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","50","1","DOUBTFUL"
"1436","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","50","1","DOUBTFUL"
"1437","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","50","1","DOUBTFUL"
"1438","Punjab","3","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","10","1","0","1","OAEM"
"1439","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","50","1","DOUBTFUL"
"1440","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","50","1","DOUBTFUL"
"1441","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","50","1","DOUBTFUL"
"1442","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","50","1","DOUBTFUL"
"1443","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","50","1","DOUBTFUL"
"1444","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","50","1","DOUBTFUL"
"1445","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","50","1","DOUBTFUL"
"1446","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","50","1","DOUBTFUL"
"1447","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","50","1","DOUBTFUL"
"1448","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","50","1","DOUBTFUL"
"1449","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","50","1","DOUBTFUL"
"1450","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","50","1","DOUBTFUL"
"1451","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","50","1","DOUBTFUL"
"1459","Punjab","3","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","14","4","20","1","SUB/STANDARD"
"1460","Punjab","3","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","10","1","0","1","OAEM"
"1461","Punjab","3","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","10","1","0","1","OAEM"
"1462","Punjab","3","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","10","1","0","1","OAEM"
"1463","Punjab","3","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","10","1","0","1","OAEM"
"1464","Punjab","3","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","10","1","0","1","OAEM"
"1465","Punjab","3","agriculture","farm credit for inputs","agriculture finance gold a/c.","agri business/agriculture (production)","working capital","annually","10","1","0","1","OAEM"
"1466","Punjab","3","agriculture","farm developmental finance","agriculture finance a/c","agri business/agriculture (development)","working capital","half-yearly","10","3","20","1","SUB/STANDARD"
"1467","Punjab","3","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","14","2","20","1","SUB/STANDARD"
"1468","Punjab","3","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","14","2","20","1","SUB/STANDARD"
"1469","Punjab","3","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","14","2","20","1","SUB/STANDARD"
"1470","Punjab","3","agriculture","farm developmental finance","agriculture finance a/c","agri business/agriculture (development)","working capital","half-yearly","10","4","20","1","SUB/STANDARD"
"1471","Punjab","3","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","14","2","20","1","SUB/STANDARD"
"1472","Punjab","3","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","14","2","20","1","SUB/STANDARD"
"1473","Punjab","3","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","14","3","20","1","SUB/STANDARD"
"1474","Punjab","3","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","14","2","20","1","SUB/STANDARD"
